# source_cycle=C:\Projects\SiCTransistorModelDriveCycles\sim\research_exports\wltc\wltc_class3_official.csv
# vehicle_config=tesla_model3_premium_long_range_rwd_de_wltp
# peak_phase_current_a=186.280351680
# peak_total_loss_w=434.887844423
# peak_unserved_power_w=0.000000000
# loss_energy_wh=31.110648371
time_s,dc_power_requested_w,dc_power_served_w,unserved_power_w,phase_current_rms_a,phase_current_peak_a,device_current_rms_a,device_current_peak_a,junction_temperature_c,rds_on_device_ohm,conduction_loss_w,switching_loss_w,total_loss_w
389.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
390.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
391.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
392.000000,109.583312,109.583312,0.000000,0.287745,0.406933,0.287745,0.406933,25.000000,0.002600000,0.000646,0.654387,0.655033
393.000000,821.153453,821.153453,0.000000,2.156195,3.049321,2.156195,3.049321,25.000000,0.002600000,0.036264,4.903596,4.939860
394.000000,2589.892732,2589.892732,0.000000,6.800574,9.617464,6.800574,9.617464,25.000000,0.002600000,0.360733,15.465791,15.826524
395.000000,5323.928023,5323.928023,0.000000,13.979640,19.770196,13.979640,19.770196,25.000000,0.002600000,1.524357,31.792343,33.316700
396.000000,8665.764207,8665.764207,0.000000,22.754677,32.179973,22.754677,32.179973,25.000000,0.002600000,4.038648,51.748437,55.787084
397.000000,12099.579021,12099.579021,0.000000,31.771233,44.931309,31.771233,44.931309,25.000000,0.002600000,7.873408,72.253789,80.127197
398.000000,13626.543312,13626.543312,-0.000000,35.780756,50.601630,35.780756,50.601630,25.000000,0.002600000,9.986047,81.372202,91.358249
399.000000,10323.619664,10323.619664,0.000000,27.107896,38.336354,27.107896,38.336354,25.000000,0.002600000,5.731736,61.648478,67.380215
400.000000,4335.957908,4335.957908,0.000000,11.385415,16.101408,11.385415,16.101408,25.000000,0.002600000,1.011096,25.892586,26.903682
401.000000,137.110174,137.110174,0.000000,0.360026,0.509153,0.360026,0.509153,25.000000,0.002600000,0.001011,0.818766,0.819777
402.000000,-1839.348463,-1839.348463,-0.000000,4.829785,6.830348,4.829785,6.830348,25.000000,0.002600000,0.181949,10.983845,11.165794
403.000000,-2850.827951,-2850.827951,0.000000,7.485741,10.586437,7.485741,10.586437,25.000000,0.002600000,0.437083,17.023991,17.461074
404.000000,-2442.474147,-2442.474147,0.000000,6.413481,9.070031,6.413481,9.070031,25.000000,0.002600000,0.320835,14.585467,14.906302
405.000000,-2095.146852,-2095.146852,0.000000,5.501464,7.780245,5.501464,7.780245,25.000000,0.002600000,0.236076,12.511369,12.747445
406.000000,-2214.582572,-2214.582572,0.000000,5.815080,8.223765,5.815080,8.223765,25.000000,0.002600000,0.263758,13.224591,13.488349
407.000000,-2181.633350,-2181.633350,0.000000,5.728561,8.101409,5.728561,8.101409,25.000000,0.002600000,0.255968,13.027831,13.283799
408.000000,-1525.494685,-1525.494685,0.000000,4.005664,5.664864,4.005664,5.664864,25.000000,0.002600000,0.125154,9.109637,9.234791
409.000000,-461.113817,-461.113817,0.000000,1.210799,1.712328,1.210799,1.712328,25.000000,0.002600000,0.011435,2.753585,2.765020
410.000000,569.421538,569.421538,0.000000,1.495195,2.114524,1.495195,2.114524,25.000000,0.002600000,0.017438,3.400355,3.417793
411.000000,1120.533975,1120.533975,0.000000,2.942313,4.161059,2.942313,4.161059,25.000000,0.002600000,0.067526,6.691375,6.758902
412.000000,1358.952225,1358.952225,0.000000,3.568355,5.046415,3.568355,5.046415,25.000000,0.002600000,0.099319,8.115113,8.214431
413.000000,1615.092668,1615.092668,0.000000,4.240931,5.997583,4.240931,5.997583,25.000000,0.002600000,0.140287,9.644680,9.784967
414.000000,2475.572206,2475.572206,0.000000,6.500390,9.192940,6.500390,9.192940,25.000000,0.002600000,0.329590,14.783115,15.112705
415.000000,4011.396779,4011.396779,-0.000000,10.533178,14.896163,10.533178,14.896163,25.000000,0.002600000,0.865393,23.954438,24.819831
416.000000,4804.004291,4804.004291,0.000000,12.614417,17.839480,12.614417,17.839480,25.000000,0.002600000,1.241163,28.687569,29.928733
417.000000,3562.870053,3562.870053,0.000000,9.355431,13.230577,9.355431,13.230577,25.000000,0.002600000,0.682688,21.276018,21.958706
418.000000,1254.387090,1254.387090,0.000000,3.293786,4.658117,3.293786,4.658117,25.000000,0.002600000,0.084622,7.490692,7.575314
419.000000,-687.874535,-687.874535,0.000000,1.806230,2.554395,1.806230,2.554395,25.000000,0.002600000,0.025447,4.107708,4.133156
420.000000,-1240.454679,-1240.454679,0.000000,3.257202,4.606379,3.257202,4.606379,25.000000,0.002600000,0.082753,7.407493,7.490246
421.000000,-533.416714,-533.416714,0.000000,1.400653,1.980822,1.400653,1.980822,25.000000,0.002600000,0.015302,3.185349,3.200651
422.000000,671.995440,671.995440,0.000000,1.764534,2.495429,1.764534,2.495429,25.000000,0.002600000,0.024286,4.012885,4.037171
423.000000,2218.166263,2218.166263,0.000000,5.824490,8.237073,5.824490,8.237073,25.000000,0.002600000,0.264613,13.245991,13.510604
424.000000,4613.561236,4613.561236,0.000000,12.114349,17.132277,12.114349,17.132277,25.000000,0.002600000,1.144708,27.550320,28.695029
425.000000,9160.811129,9160.811129,0.000000,24.054578,34.018310,24.054578,34.018310,25.000000,0.002600000,4.513257,54.704656,59.217914
426.000000,15982.968391,15982.968391,0.000000,41.968288,59.352122,41.968288,59.352122,25.000000,0.002600000,13.738430,95.443819,109.182248
427.000000,20924.585291,20924.585291,0.000000,54.944050,77.702621,54.944050,77.702621,25.000000,0.002600000,23.547019,124.953155,148.500174
428.000000,16786.106413,16786.106413,0.000000,44.077178,62.334543,44.077178,62.334543,25.000000,0.002600000,15.153821,100.239834,115.393655
429.000000,7075.879738,7075.879738,0.000000,18.579938,26.276000,18.579938,26.276000,25.000000,0.002600000,2.692670,42.254290,44.946960
430.000000,557.560503,557.560503,0.000000,1.464050,2.070479,1.464050,2.070479,25.000000,0.002600000,0.016719,3.329526,3.346245
431.000000,-1249.236634,-1249.236634,0.000000,3.280262,4.638991,3.280262,4.638991,25.000000,0.002600000,0.083929,7.459936,7.543865
432.000000,-1069.950309,-1069.950309,0.000000,2.809490,3.973218,2.809490,3.973218,25.000000,0.002600000,0.061567,6.389310,6.450877
433.000000,-0.750229,-0.750229,-0.000000,0.001970,0.002786,0.001970,0.002786,25.000000,0.002600000,0.000000,0.004480,0.004480
434.000000,238.801665,238.801665,0.000000,0.627049,0.886781,0.627049,0.886781,25.000000,0.002600000,0.003067,1.426027,1.429094
435.000000,-1626.866612,-1626.866612,-0.000000,4.271848,6.041305,4.271848,6.041305,25.000000,0.002600000,0.142340,9.714989,9.857329
436.000000,-4374.432807,-4374.432807,0.000000,11.486443,16.244283,11.486443,16.244283,25.000000,0.002600000,1.029119,26.122342,27.151462
437.000000,-6972.683544,-6972.683544,0.000000,18.308964,25.892785,18.308964,25.892785,25.000000,0.002600000,2.614702,41.638044,44.252746
438.000000,-8571.907658,-8571.907658,0.000000,22.508227,31.831440,22.508227,31.831440,25.000000,0.002600000,3.951638,51.187963,55.139602
439.000000,-8201.045657,-8201.045657,0.000000,21.534413,30.454259,21.534413,30.454259,25.000000,0.002600000,3.617101,48.973326,52.590427
440.000000,-6070.937638,-6070.937638,0.000000,15.941148,22.544187,15.941148,22.544187,25.000000,0.002600000,1.982137,36.253183,38.235320
441.000000,-3108.684802,-3108.684802,0.000000,8.162825,11.543978,8.162825,11.543978,25.000000,0.002600000,0.519727,18.563807,19.083535
442.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
443.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
444.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
445.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
446.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
447.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
448.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
449.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
450.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
451.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
452.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
453.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
454.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
455.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
456.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
457.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
458.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
459.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
460.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
461.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
462.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
463.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
464.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
465.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
466.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
467.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
468.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
469.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
470.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
471.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
472.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
473.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
474.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
475.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
476.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
477.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
478.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
479.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
480.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
481.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
482.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
483.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
484.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
485.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
486.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
487.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
488.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
489.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
490.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
491.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
492.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
493.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
494.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
495.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
496.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
497.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
498.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
499.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
500.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
501.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
502.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
503.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
504.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
505.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
506.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
507.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
508.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
509.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
510.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
511.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
512.000000,125.204025,125.204025,-0.000000,0.328762,0.464940,0.328762,0.464940,25.000000,0.002600000,0.000843,0.747668,0.748511
513.000000,1329.063944,1329.063944,0.000000,3.489874,4.935426,3.489874,4.935426,25.000000,0.002600000,0.094998,7.936632,8.031630
514.000000,5160.110169,5160.110169,0.000000,13.549485,19.161865,13.549485,19.161865,25.000000,0.002600000,1.431991,30.814090,32.246080
515.000000,10063.520310,10063.520310,0.000000,26.424923,37.370485,26.424923,37.370485,25.000000,0.002600000,5.446557,60.095270,65.541828
516.000000,12377.406910,12377.406910,0.000000,32.500757,45.963011,32.500757,45.963011,25.000000,0.002600000,8.239134,73.912865,82.151999
517.000000,9360.412004,9360.412004,0.000000,24.578692,34.759520,24.578692,34.759520,25.000000,0.002600000,4.712075,55.896592,60.608667
518.000000,3680.609881,3680.609881,0.000000,9.664594,13.667799,9.664594,13.667799,25.000000,0.002600000,0.728554,21.979113,22.707667
519.000000,259.673671,259.673671,0.000000,0.681855,0.964288,0.681855,0.964288,25.000000,0.002600000,0.003626,1.550666,1.554292
520.000000,-872.063202,-872.063202,0.000000,2.289875,3.238372,2.289875,3.238372,25.000000,0.002600000,0.040900,5.207609,5.248508
521.000000,-1323.514213,-1323.514213,0.000000,3.475301,4.914818,3.475301,4.914818,25.000000,0.002600000,0.094206,7.903491,7.997697
522.000000,-1625.262128,-1625.262128,0.000000,4.267635,6.035347,4.267635,6.035347,25.000000,0.002600000,0.142059,9.705408,9.847467
523.000000,-2539.036960,-2539.036960,0.000000,6.667036,9.428613,6.667036,9.428613,25.000000,0.002600000,0.346705,15.162101,15.508806
524.000000,-3857.632576,-3857.632576,0.000000,10.129422,14.325166,10.129422,14.325166,25.000000,0.002600000,0.800321,23.036220,23.836541
525.000000,-4112.542017,-4112.542017,0.000000,10.798767,15.271762,10.798767,15.271762,25.000000,0.002600000,0.909584,24.558436,25.468021
526.000000,-2629.422224,-2629.422224,0.000000,6.904371,9.764256,6.904371,9.764256,25.000000,0.002600000,0.371829,15.701845,16.073674
527.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
528.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
529.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
530.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
531.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
532.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
533.000000,29.774370,29.774370,0.000000,0.078182,0.110566,0.078182,0.110566,25.000000,0.002600000,0.000048,0.177800,0.177848
534.000000,347.362436,347.362436,0.000000,0.912109,1.289917,0.912109,1.289917,25.000000,0.002600000,0.006489,2.074308,2.080797
535.000000,1176.440978,1176.440978,0.000000,3.089114,4.368667,3.089114,4.368667,25.000000,0.002600000,0.074432,7.025229,7.099662
536.000000,2318.505788,2318.505788,0.000000,6.087963,8.609680,6.087963,8.609680,25.000000,0.002600000,0.289094,13.845178,14.134272
537.000000,5451.818314,5451.818314,0.000000,14.315456,20.245112,14.315456,20.245112,25.000000,0.002600000,1.598472,32.556053,34.154524
538.000000,11495.949160,11495.949160,0.000000,30.186214,42.689753,30.186214,42.689753,25.000000,0.002600000,7.107419,68.649156,75.756574
539.000000,15916.563139,15916.563139,-0.000000,41.793920,59.105528,41.793920,59.105528,25.000000,0.002600000,13.624508,95.047273,108.671781
540.000000,11649.604979,11649.604979,0.000000,30.589685,43.260348,30.589685,43.260348,25.000000,0.002600000,7.298685,69.566726,76.865411
541.000000,4139.591029,4139.591029,0.000000,10.869792,15.372208,10.869792,15.372208,25.000000,0.002600000,0.921589,24.719962,25.641551
542.000000,1077.931217,1077.931217,0.000000,2.830446,4.002855,2.830446,4.002855,25.000000,0.002600000,0.062489,6.436969,6.499458
543.000000,-160.944672,-160.944672,0.000000,0.422611,0.597662,0.422611,0.597662,25.000000,0.002600000,0.001393,0.961096,0.962490
544.000000,-1409.388826,-1409.388826,0.000000,3.700792,5.233710,3.700792,5.233710,25.000000,0.002600000,0.106828,8.416300,8.523127
545.000000,-2947.800680,-2947.800680,0.000000,7.740374,10.946541,7.740374,10.946541,25.000000,0.002600000,0.467324,17.603073,18.070397
546.000000,-2955.813982,-2955.813982,0.000000,7.761415,10.976298,7.761415,10.976298,25.000000,0.002600000,0.469869,17.650925,18.120793
547.000000,-1924.408742,-1924.408742,0.000000,5.053138,7.146216,5.053138,7.146216,25.000000,0.002600000,0.199167,11.491790,11.690957
548.000000,-1213.361400,-1213.361400,0.000000,3.186060,4.505770,3.186060,4.505770,25.000000,0.002600000,0.079178,7.245703,7.324881
549.000000,-838.321080,-838.321080,0.000000,2.201274,3.113072,2.201274,3.113072,25.000000,0.002600000,0.037796,5.006114,5.043910
550.000000,-645.810270,-645.810270,0.000000,1.695777,2.398191,1.695777,2.398191,25.000000,0.002600000,0.022430,3.856518,3.878948
551.000000,-264.123064,-264.123064,0.000000,0.693538,0.980811,0.693538,0.980811,25.000000,0.002600000,0.003752,1.577236,1.580988
552.000000,-188.871812,-188.871812,0.000000,0.495942,0.701368,0.495942,0.701368,25.000000,0.002600000,0.001918,1.127866,1.129784
553.000000,-182.003477,-182.003477,0.000000,0.477907,0.675863,0.477907,0.675863,25.000000,0.002600000,0.001781,1.086851,1.088633
554.000000,127.714591,127.714591,-0.000000,0.335355,0.474263,0.335355,0.474263,25.000000,0.002600000,0.000877,0.762660,0.763537
555.000000,534.541603,534.541603,0.000000,1.403606,1.984999,1.403606,1.984999,25.000000,0.002600000,0.015367,3.192066,3.207433
556.000000,943.804287,943.804287,-0.000000,2.478254,3.504780,2.478254,3.504780,25.000000,0.002600000,0.047906,5.636017,5.683923
557.000000,1478.125256,1478.125256,0.000000,3.881281,5.488960,3.881281,5.488960,25.000000,0.002600000,0.117502,8.826766,8.944268
558.000000,2074.001180,2074.001180,0.000000,5.445939,7.701721,5.445939,7.701721,25.000000,0.002600000,0.231334,12.385096,12.616430
559.000000,3880.096095,3880.096095,0.000000,10.188407,14.408584,10.188407,14.408584,25.000000,0.002600000,0.809668,23.170364,23.980032
560.000000,4165.159247,4165.159247,0.000000,10.936930,15.467154,10.936930,15.467154,25.000000,0.002600000,0.933008,24.872645,25.805653
561.000000,1637.975739,1637.975739,0.000000,4.301018,6.082558,4.301018,6.082558,25.000000,0.002600000,0.144290,9.781328,9.925618
562.000000,974.095423,974.095423,0.000000,2.557793,3.617265,2.557793,3.617265,25.000000,0.002600000,0.051030,5.816904,5.867934
563.000000,-708.862670,-708.862670,0.000000,1.861341,2.632334,1.861341,2.632334,25.000000,0.002600000,0.027024,4.233041,4.260065
564.000000,-4574.161344,-4574.161344,0.000000,12.010893,16.985967,12.010893,16.985967,25.000000,0.002600000,1.125240,27.315040,28.440280
565.000000,-4804.811093,-4804.811093,0.000000,12.616536,17.842476,12.616536,17.842476,25.000000,0.002600000,1.241580,28.692387,29.933968
566.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
567.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
568.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
569.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
570.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
571.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
572.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
573.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
574.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
575.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
576.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
577.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
578.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
579.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
580.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
581.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
582.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
583.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
584.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
585.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
586.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
587.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
588.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
589.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
590.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
591.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
592.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.002600000,0.000000,0.000000,0.000000
