time_s,dc_power_requested_w,dc_power_served_w,unserved_power_w,phase_current_rms_a,phase_current_peak_a,device_current_rms_a,device_current_peak_a,rds_on_device_ohm,aggregate_conduction_loss_w,aggregate_switching_loss_w,aggregate_total_loss_w,device_loss_w,fluid_temperature_c,junction_temperature_c,thermal_iterations,converged
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003054952,0.000000,0.000000,0.000000,0.000000,60.000000,60.000000,1,True
1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003054952,0.000000,0.000000,0.000000,0.000000,60.000000,60.000000,1,True
2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003054952,0.000000,0.000000,0.000000,0.000000,60.000000,60.000000,1,True
3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003054952,0.000000,0.000000,0.000000,0.000000,60.000000,60.000000,1,True
4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003054952,0.000000,0.000000,0.000000,0.000000,60.000000,60.000000,1,True
5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003054952,0.000000,0.000000,0.000000,0.000000,60.000000,60.000000,1,True
6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003054952,0.000000,0.000000,0.000000,0.000000,60.000000,60.000000,1,True
7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003054952,0.000000,0.000000,0.000000,0.000000,60.000000,60.000000,1,True
8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003054952,0.000000,0.000000,0.000000,0.000000,60.000000,60.000000,1,True
9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003054952,0.000000,0.000000,0.000000,0.000000,60.000000,60.000000,1,True
10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003054952,0.000000,0.000000,0.000000,0.000000,60.000000,60.000000,1,True
11.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003054952,0.000000,0.000000,0.000000,0.000000,60.000000,60.000000,1,True
12.000000,37.584727,37.584727,0.000000,0.098690,0.139569,0.098690,0.139569,0.003054952,0.000089,0.222531,0.222620,0.037103,60.000000,60.005194,1,True
13.000000,784.222483,784.222483,0.000000,2.059222,2.912179,2.059222,2.912179,0.003056323,0.038880,4.643086,4.681966,0.780328,60.000000,60.109406,5,True
14.000000,3757.393982,3757.393982,0.000000,9.866214,13.952934,9.866214,13.952934,0.003062102,0.894215,22.243750,23.137965,3.856328,60.000000,60.543275,7,True
15.000000,6507.019616,6507.019616,0.000000,17.086217,24.163560,17.086217,24.163560,0.003067906,2.686922,38.517406,41.204328,6.867388,60.000000,60.978539,7,True
16.000000,7901.269994,7901.269994,0.000000,20.747258,29.341054,20.747258,29.341054,0.003071062,3.965805,46.767764,50.733569,8.455595,60.000000,61.215759,6,True
17.000000,12319.511108,12319.511108,0.000000,32.348734,45.748018,32.348734,45.748018,0.003081121,9.672631,72.905937,82.578568,13.763095,60.000000,61.967700,8,True
18.000000,16695.912607,16695.912607,0.000000,43.840346,61.999612,43.840346,61.999612,0.003092050,17.828538,98.785326,116.613864,19.435644,60.000000,62.785977,8,True
19.000000,13342.752128,13342.752128,0.000000,35.035573,49.547783,35.035573,49.547783,0.003084428,11.358326,78.956605,90.314931,15.052489,60.000000,62.200116,7,True
20.000000,6181.925102,6181.925102,0.000000,16.232580,22.956335,16.232580,22.956335,0.003068250,2.425421,36.592822,39.018243,6.503040,60.000000,60.988086,8,True
21.000000,3470.662005,3470.662005,0.000000,9.113310,12.888166,9.113310,12.888166,0.003062188,0.762966,20.546266,21.309232,3.551539,60.000000,60.535916,7,True
22.000000,3276.708696,3276.708696,0.000000,8.604025,12.167928,8.604025,12.167928,0.003061548,0.679932,19.398294,20.078226,3.346371,60.000000,60.489119,4,True
23.000000,3565.663353,3565.663353,0.000000,9.362766,13.240950,9.362766,13.240950,0.003061865,0.805222,21.108798,21.914020,3.652337,60.000000,60.528593,3,True
24.000000,6333.946922,6333.946922,0.000000,16.631761,23.520862,16.631761,23.520862,0.003067559,2.545603,37.493165,40.038768,6.673128,60.000000,60.952363,7,True
25.000000,8651.802681,8651.802681,0.000000,22.718017,32.128127,22.718017,32.128127,0.003072701,4.757539,51.208638,55.966178,9.327696,60.000000,61.337155,7,True
26.000000,10222.934072,10222.934072,0.000000,26.843514,37.962462,26.843514,37.962462,0.003076328,6.650169,60.503880,67.154049,11.192342,60.000000,61.611462,6,True
27.000000,14693.505480,14693.505480,0.000000,38.582399,54.563752,38.582399,54.563752,0.003086957,13.785747,86.945738,100.731485,16.788581,60.000000,62.404797,8,True
28.000000,16676.500286,16676.500286,0.000000,43.789373,61.927525,43.789373,61.927525,0.003092205,17.787992,98.670189,116.458181,19.409697,60.000000,62.797252,7,True
29.000000,16954.563081,16954.563081,0.000000,44.519514,62.960100,44.519514,62.960100,0.003093073,18.391295,100.313809,118.705104,19.784184,60.000000,62.864484,4,True
30.000000,13769.556157,13769.556157,0.000000,36.156281,51.132703,36.156281,51.132703,0.003085520,12.100886,81.480611,93.581497,15.596916,60.000000,62.281911,7,True
31.000000,9554.308963,9554.308963,0.000000,25.087830,35.479549,25.087830,35.479549,0.003075510,5.807170,56.547510,62.354680,10.392447,60.000000,61.535716,8,True
32.000000,7727.160253,7727.160253,-0.000000,20.290079,28.694504,20.290079,28.694504,0.003071174,3.793089,45.737112,49.530201,8.255034,60.000000,61.211614,7,True
33.000000,6822.716914,6822.716914,0.000000,17.915179,25.335890,17.915179,25.335890,0.003069141,2.955157,40.385215,43.340371,7.223395,60.000000,61.054555,5,True
34.000000,5181.125153,5181.125153,0.000000,13.604666,19.239904,13.604666,19.239904,0.003065624,1.702221,30.670243,32.372464,5.395411,60.000000,60.792456,6,True
35.000000,2415.253836,2415.253836,0.000000,6.342005,8.968950,6.342005,8.968950,0.003059978,0.369226,14.298847,14.668074,2.444679,60.000000,60.370619,7,True
36.000000,-1930.816824,-1930.816824,0.000000,5.069964,7.170012,5.069964,7.170012,0.003058841,0.235878,11.431110,11.666988,1.944498,60.000000,60.286664,5,True
37.000000,-7028.689084,-7028.689084,0.000000,18.456024,26.100759,18.456024,26.100759,0.003068927,3.136058,41.604575,44.740633,7.456772,60.000000,61.054316,8,True
38.000000,-9298.673508,-9298.673508,0.000000,24.416579,34.530257,24.416579,34.530257,0.003074153,5.498147,55.035895,60.534042,10.089007,60.000000,61.446057,7,True
39.000000,-7948.380526,-7948.380526,-0.000000,20.870962,29.515997,20.870962,29.515997,0.003071565,4.013894,47.046178,51.060071,8.510012,60.000000,61.239538,6,True
40.000000,-6460.924593,-6460.924593,0.000000,16.965180,23.992388,16.965180,23.992388,0.003068350,2.649373,38.244240,40.893613,6.815602,60.000000,60.997500,6,True
41.000000,-7453.383881,-7453.383881,0.000000,19.571193,27.677847,19.571193,27.677847,0.003070120,3.527859,44.117482,47.645341,7.940890,60.000000,61.147068,5,True
42.000000,-8952.038332,-8952.038332,0.000000,23.506379,33.243041,23.506379,33.243041,0.003073441,5.094688,52.984965,58.079653,9.679942,60.000000,61.394299,6,True
43.000000,-7289.226826,-7289.226826,0.000000,19.140147,27.068256,19.140147,27.068256,0.003070161,3.374216,43.145784,46.520001,7.753333,60.000000,61.132593,6,True
44.000000,-3682.971732,-3682.971732,0.000000,9.670795,13.676570,9.670795,13.676570,0.003062648,0.859296,21.802952,22.662248,3.777041,60.000000,60.568698,7,True
45.000000,-1058.488023,-1058.488023,0.000000,2.779392,3.930653,2.779392,3.930653,0.003057295,0.070853,6.266797,6.337650,1.056275,60.000000,60.169644,7,True
46.000000,-642.359932,-642.359932,0.000000,1.686717,2.385378,1.686717,2.385378,0.003056364,0.026086,3.803169,3.829255,0.638209,60.000000,60.096889,4,True
47.000000,-1180.352606,-1180.352606,0.000000,3.099385,4.383193,3.099385,4.383193,0.003057082,0.088101,6.988326,7.076427,1.179404,60.000000,60.168903,4,True
48.000000,-851.613038,-851.613038,0.000000,2.236177,3.162431,2.236177,3.162431,0.003056682,0.045855,5.042047,5.087902,0.847984,60.000000,60.124326,4,True
49.000000,189.479963,189.479963,0.000000,0.497539,0.703626,0.497539,0.703626,0.003055438,0.002269,1.121858,1.124127,0.187354,60.000000,60.030657,5,True
50.000000,467.528662,467.528662,0.000000,1.227643,1.736149,1.227643,1.736149,0.003055717,0.013816,2.768092,2.781908,0.463651,60.000000,60.066326,3,True
51.000000,-1143.171838,-1143.171838,0.000000,3.001756,4.245123,3.001756,4.245123,0.003057031,0.082636,6.768202,6.850839,1.141806,60.000000,60.162047,5,True
52.000000,-2697.939251,-2697.939251,0.000000,7.084284,10.018691,7.084284,10.018691,0.003060037,0.460723,15.972391,16.433114,2.738852,60.000000,60.388667,6,True
53.000000,-1814.298976,-1814.298976,0.000000,4.764010,6.737328,4.764010,6.737328,0.003058624,0.208254,10.741327,10.949580,1.824930,60.000000,60.268024,5,True
54.000000,-221.277084,-221.277084,0.000000,0.581032,0.821704,0.581032,0.821704,0.003055583,0.003095,1.310116,1.313211,0.218868,60.000000,60.040233,6,True
55.000000,580.913051,580.913051,0.000000,1.525369,2.157198,1.525369,2.157198,0.003055987,0.021332,3.439389,3.460720,0.576787,60.000000,60.083009,4,True
56.000000,674.637332,674.637332,0.000000,1.771472,2.505239,1.771472,2.505239,0.003056149,0.028772,3.994287,4.023058,0.670510,60.000000,60.096670,2,True
57.000000,955.810174,955.810174,0.000000,2.509779,3.549363,2.509779,3.549363,0.003056639,0.057761,5.658959,5.716721,0.952787,60.000000,60.136667,3,True
58.000000,1268.575423,1268.575423,0.000000,3.331042,4.710805,3.331042,4.710805,0.003057303,0.101770,7.510622,7.612392,1.268732,60.000000,60.182183,4,True
59.000000,3071.606189,3071.606189,0.000000,8.065464,11.406288,8.065464,11.406288,0.003060764,0.597324,18.184338,18.781662,3.130277,60.000000,60.444338,6,True
60.000000,3934.254054,3934.254054,0.000000,10.330616,14.609697,10.330616,14.609697,0.003062577,0.980530,23.290557,24.271087,4.045181,60.000000,60.580668,5,True
61.000000,2304.410169,2304.410169,0.000000,6.050950,8.557336,6.050950,8.557336,0.003059655,0.336079,13.642709,13.978788,2.329798,60.000000,60.345592,6,True
62.000000,2024.442048,2024.442048,0.000000,5.315806,7.517686,5.315806,7.517686,0.003059007,0.259322,11.985368,12.244690,2.040782,60.000000,60.298423,4,True
63.000000,2443.384325,2443.384325,0.000000,6.415871,9.073411,6.415871,9.073411,0.003059610,0.377832,14.465484,14.843316,2.473886,60.000000,60.356892,4,True
64.000000,3117.173272,3117.173272,0.000000,8.185114,11.575500,8.185114,11.575500,0.003060959,0.615217,18.454035,19.069252,3.178209,60.000000,60.457069,5,True
65.000000,2413.869541,2413.869541,0.000000,6.338370,8.963809,6.338370,8.963809,0.003059798,0.368782,14.290699,14.659481,2.443247,60.000000,60.357429,5,True
66.000000,1890.534796,1890.534796,0.000000,4.964191,7.020426,4.964191,7.020426,0.003058801,0.226136,11.192635,11.418771,1.903128,60.000000,60.279087,4,True
67.000000,4222.739236,4222.739236,0.000000,11.088124,15.680975,11.088124,15.680975,0.003063139,1.129806,24.998115,26.127921,4.354654,60.000000,60.619596,7,True
68.000000,8792.206455,8792.206455,0.000000,23.086691,32.649511,23.086691,32.649511,0.003072864,4.913466,52.039510,56.952976,9.492163,60.000000,61.349056,8,True
69.000000,12606.837563,12606.837563,0.000000,33.103199,46.814993,33.103199,46.814993,0.003081841,10.131444,74.605328,84.736772,14.122795,60.000000,62.020911,8,True
70.000000,15260.320114,15260.320114,0.000000,40.070748,56.668596,40.070748,56.668596,0.003088489,14.877233,90.297206,105.174439,17.529073,60.000000,62.521000,7,True
71.000000,16038.154624,16038.154624,0.000000,42.113196,59.557053,42.113196,59.557053,0.003090688,16.444203,94.895917,111.340121,18.556687,60.000000,62.682743,6,True
72.000000,13768.253504,13768.253504,0.000000,36.152860,51.127865,36.152860,51.127865,0.003085391,12.098091,81.473095,93.571187,15.595198,60.000000,62.275018,7,True
73.000000,9991.866115,9991.866115,0.000000,26.236773,37.104400,26.236773,37.104400,0.003076466,6.353224,59.136168,65.489392,10.914899,60.000000,61.607941,8,True
74.000000,7836.294404,7836.294404,0.000000,20.576644,29.099770,20.576644,29.099770,0.003071448,3.901337,46.382844,50.284181,8.380697,60.000000,61.231336,7,True
75.000000,7768.207283,7768.207283,-0.000000,20.397860,28.846931,20.397860,28.846931,0.003071120,3.833428,45.980115,49.813542,8.302257,60.000000,61.206430,3,True
76.000000,8586.391485,8586.391485,0.000000,22.546259,31.885226,22.546259,31.885226,0.003072671,4.685827,50.821508,55.507336,9.251223,60.000000,61.337039,5,True
77.000000,8261.475392,8261.475392,0.000000,21.693090,30.678662,21.693090,30.678662,0.003072205,4.337249,48.898799,53.236048,8.872675,60.000000,61.287829,4,True
78.000000,5688.837196,5688.837196,0.000000,14.937823,21.125272,14.937823,21.125272,0.003066743,2.052926,33.675008,35.727934,5.954656,60.000000,60.878192,7,True
79.000000,1711.806369,1711.806369,0.000000,4.494884,6.356725,4.494884,6.356725,0.003058710,0.185394,10.134516,10.319911,1.719985,60.000000,60.272594,7,True
80.000000,-279.454377,-279.454377,0.000000,0.733795,1.037743,0.733795,1.037743,0.003055717,0.004936,1.654563,1.659499,0.276583,60.000000,60.050500,6,True
81.000000,-1579.815866,-1579.815866,0.000000,4.148301,5.866584,4.148301,5.866584,0.003057874,0.157863,9.353228,9.511092,1.585182,60.000000,60.224733,6,True
82.000000,-1187.098641,-1187.098641,0.000000,3.117099,4.408244,3.117099,4.408244,0.003057346,0.089118,7.028232,7.117350,1.186225,60.000000,60.173296,4,True
83.000000,683.811036,683.811036,0.000000,1.795560,2.539305,1.795560,2.539305,0.003056421,0.029562,4.048581,4.078143,0.679690,60.000000,60.101265,4,True
84.000000,-468.937084,-468.937084,0.000000,1.231341,1.741379,1.231341,1.741379,0.003055977,0.013900,2.776418,2.790318,0.465053,60.000000,60.068877,3,True
85.000000,-986.642292,-986.642292,0.000000,2.590738,3.663857,2.590738,3.663857,0.003056702,0.061549,5.841497,5.903046,0.983841,60.000000,60.140261,4,True
86.000000,-807.175666,-807.175666,-0.000000,2.119492,2.997415,2.119492,2.997415,0.003056589,0.041193,4.778960,4.820153,0.803359,60.000000,60.117061,3,True
87.000000,-465.881588,-465.881588,0.000000,1.223318,1.730033,1.223318,1.730033,0.003055949,0.013720,2.758329,2.772048,0.462008,60.000000,60.068777,4,True
88.000000,-3098.475889,-3098.475889,-0.000000,8.136019,11.506068,8.136019,11.506068,0.003060800,0.607827,18.343398,18.951226,3.158538,60.000000,60.444750,7,True
89.000000,-9360.782905,-9360.782905,0.000000,24.579666,34.760897,24.579666,34.760897,0.003074007,5.571576,55.403649,60.975225,10.162538,60.000000,61.436734,8,True
90.000000,-11986.900562,-11986.900562,0.000000,31.475360,44.512882,31.475360,44.512882,0.003080391,9.155215,70.938525,80.093740,13.348957,60.000000,61.914620,7,True
91.000000,-10109.698303,-10109.698303,0.000000,26.546178,37.541965,26.546178,37.541965,0.003076573,6.504180,59.833431,66.337611,11.056268,60.000000,61.611748,6,True
92.000000,-5781.739461,-5781.739461,0.000000,15.181767,21.470261,15.181767,21.470261,0.003067083,2.120759,34.224728,36.345487,6.057581,60.000000,60.904519,8,True
93.000000,-2921.507189,-2921.507189,0.000000,7.671332,10.848902,7.671332,10.848902,0.003061044,0.540421,17.295642,17.836063,2.972677,60.000000,60.450048,7,True
94.000000,-2529.809596,-2529.809596,0.000000,6.642807,9.394348,6.642807,9.394348,0.003060090,0.405097,14.977012,15.382109,2.563685,60.000000,60.376384,4,True
95.000000,-2402.773502,-2402.773502,0.000000,6.309234,8.922604,6.309234,8.922604,0.003059742,0.365392,14.225023,14.590415,2.431736,60.000000,60.353898,3,True
96.000000,-1337.340132,-1337.340132,0.000000,3.511605,4.966160,3.511605,4.966160,0.003057741,0.113118,7.917681,8.030799,1.338467,60.000000,60.199722,5,True
97.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003055131,0.000000,0.000000,0.000000,0.000000,60.000000,60.007466,6,True
98.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003055051,0.000000,0.000000,0.000000,0.000000,60.000000,60.001023,1,True
99.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003054965,0.000000,0.000000,0.000000,0.000000,60.000000,60.000140,1,True
100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003054954,0.000000,0.000000,0.000000,0.000000,60.000000,60.000019,1,True
101.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003054952,0.000000,0.000000,0.000000,0.000000,60.000000,60.000003,1,True
102.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003054952,0.000000,0.000000,0.000000,0.000000,60.000000,60.000000,1,True
103.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003054952,0.000000,0.000000,0.000000,0.000000,60.000000,60.000000,1,True
104.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003054952,0.000000,0.000000,0.000000,0.000000,60.000000,60.000000,1,True
105.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003054952,0.000000,0.000000,0.000000,0.000000,60.000000,60.000000,1,True
106.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003054952,0.000000,0.000000,0.000000,0.000000,60.000000,60.000000,1,True
107.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003054952,0.000000,0.000000,0.000000,0.000000,60.000000,60.000000,1,True
108.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003054952,0.000000,0.000000,0.000000,0.000000,60.000000,60.000000,1,True
109.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003054952,0.000000,0.000000,0.000000,0.000000,60.000000,60.000000,1,True
110.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003054952,0.000000,0.000000,0.000000,0.000000,60.000000,60.000000,1,True
111.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003054952,0.000000,0.000000,0.000000,0.000000,60.000000,60.000000,1,True
112.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003054952,0.000000,0.000000,0.000000,0.000000,60.000000,60.000000,1,True
113.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003054952,0.000000,0.000000,0.000000,0.000000,60.000000,60.000000,1,True
114.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003054952,0.000000,0.000000,0.000000,0.000000,60.000000,60.000000,1,True
115.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003054952,0.000000,0.000000,0.000000,0.000000,60.000000,60.000000,1,True
116.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003054952,0.000000,0.000000,0.000000,0.000000,60.000000,60.000000,1,True
117.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003054952,0.000000,0.000000,0.000000,0.000000,60.000000,60.000000,1,True
118.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003054952,0.000000,0.000000,0.000000,0.000000,60.000000,60.000000,1,True
119.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003054952,0.000000,0.000000,0.000000,0.000000,60.000000,60.000000,1,True
120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003054952,0.000000,0.000000,0.000000,0.000000,60.000000,60.000000,1,True
121.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003054952,0.000000,0.000000,0.000000,0.000000,60.000000,60.000000,1,True
122.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003054952,0.000000,0.000000,0.000000,0.000000,60.000000,60.000000,1,True
123.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003054952,0.000000,0.000000,0.000000,0.000000,60.000000,60.000000,1,True
124.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003054952,0.000000,0.000000,0.000000,0.000000,60.000000,60.000000,1,True
125.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003054952,0.000000,0.000000,0.000000,0.000000,60.000000,60.000000,1,True
126.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003054952,0.000000,0.000000,0.000000,0.000000,60.000000,60.000000,1,True
127.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003054952,0.000000,0.000000,0.000000,0.000000,60.000000,60.000000,1,True
128.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003054952,0.000000,0.000000,0.000000,0.000000,60.000000,60.000000,1,True
129.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003054952,0.000000,0.000000,0.000000,0.000000,60.000000,60.000000,1,True
130.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003054952,0.000000,0.000000,0.000000,0.000000,60.000000,60.000000,1,True
131.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003054952,0.000000,0.000000,0.000000,0.000000,60.000000,60.000000,1,True
132.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003054952,0.000000,0.000000,0.000000,0.000000,60.000000,60.000000,1,True
133.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003054952,0.000000,0.000000,0.000000,0.000000,60.000000,60.000000,1,True
134.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003054952,0.000000,0.000000,0.000000,0.000000,60.000000,60.000000,1,True
135.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003054952,0.000000,0.000000,0.000000,0.000000,60.000000,60.000000,1,True
136.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003054952,0.000000,0.000000,0.000000,0.000000,60.000000,60.000000,1,True
137.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003054952,0.000000,0.000000,0.000000,0.000000,60.000000,60.000000,1,True
138.000000,40.708870,40.708870,0.000000,0.106894,0.151171,0.106894,0.151171,0.003054952,0.000105,0.241028,0.241133,0.040189,60.000000,60.005626,1,True
139.000000,980.371884,980.371884,0.000000,2.574273,3.640572,2.574273,3.640572,0.003056668,0.060769,5.804376,5.865145,0.977524,60.000000,60.137027,5,True
140.000000,5007.120112,5007.120112,0.000000,13.147762,18.593743,13.147762,18.593743,0.003064597,1.589272,29.640761,31.230033,5.205006,60.000000,60.732943,7,True
141.000000,10069.412631,10069.412631,0.000000,26.440396,37.392366,26.440396,37.392366,0.003075724,6.450666,59.595934,66.046599,11.007767,60.000000,61.564128,8,True
142.000000,10159.736907,10159.736907,0.000000,26.677570,37.727782,26.677570,37.727782,0.003076311,6.568165,60.129870,66.698035,11.116339,60.000000,61.606942,4,True
143.000000,6259.117506,6259.117506,0.000000,16.435273,23.242986,16.435273,23.242986,0.003068113,2.486259,37.049842,39.536101,6.589350,60.000000,60.977416,7,True
144.000000,4109.220901,4109.220901,0.000000,10.790046,15.259429,10.790046,15.259429,0.003063401,1.069970,24.325982,25.395952,4.232659,60.000000,60.628528,7,True
145.000000,5925.293867,5925.293867,0.000000,15.558714,22.003345,15.558714,22.003345,0.003066753,2.227139,35.074704,37.301844,6.216974,60.000000,60.893566,6,True
146.000000,9537.135626,9537.135626,0.000000,25.042736,35.415776,25.042736,35.415776,0.003074593,5.784587,56.446820,62.231407,10.371901,60.000000,61.482069,7,True
147.000000,11243.560685,11243.560685,0.000000,29.523489,41.752518,29.523489,41.752518,0.003078690,8.050494,66.541516,74.592010,12.432002,60.000000,61.789345,6,True
148.000000,9907.059138,9907.059138,0.000000,26.014086,36.789473,26.014086,36.789473,0.003076035,6.244961,58.634707,64.879668,10.813278,60.000000,61.574197,6,True
149.000000,6585.043389,6585.043389,0.000000,17.291093,24.453298,17.291093,24.453298,0.003068779,2.752528,38.978631,41.731159,6.955193,60.000000,61.028653,7,True
150.000000,2305.985555,2305.985555,0.000000,6.055087,8.563186,6.055087,8.563186,0.003059871,0.336562,13.651981,13.988543,2.331424,60.000000,60.363936,8,True
151.000000,-2563.293771,-2563.293771,0.000000,6.730730,9.518690,6.730730,9.518690,0.003059902,0.415866,15.175298,15.591164,2.598527,60.000000,60.378997,2,True
152.000000,-7885.371442,-7885.371442,-0.000000,20.705512,29.282015,20.705512,29.282015,0.003070793,3.949514,46.673892,50.623406,8.437234,60.000000,61.194508,8,True
153.000000,-9947.548600,-9947.548600,0.000000,26.120403,36.939829,26.120403,36.939829,0.003075665,6.295352,58.874745,65.170096,10.861683,60.000000,61.558864,7,True
154.000000,-7131.920416,-7131.920416,-0.000000,18.727090,26.484105,18.727090,26.484105,0.003069876,3.229853,42.214890,45.444743,7.574124,60.000000,61.112483,7,True
155.000000,-2929.889786,-2929.889786,0.000000,7.693343,10.880030,7.693343,10.880030,0.003061113,0.543539,17.345246,17.888785,2.981464,60.000000,60.457226,8,True
156.000000,18.567375,18.567375,0.000000,0.048754,0.068949,0.048754,0.068949,0.003055321,0.000022,0.109932,0.109954,0.018326,60.000000,60.020886,7,True
157.000000,2776.374712,2776.374712,0.000000,7.290241,10.309958,7.290241,10.309958,0.003060170,0.487922,16.436706,16.924628,2.820771,60.000000,60.397497,7,True
158.000000,5864.252126,5864.252126,0.000000,15.398430,21.776669,15.398430,21.776669,0.003066495,2.181305,34.713533,36.894838,6.149140,60.000000,60.873406,7,True
159.000000,9046.719669,9046.719669,0.000000,23.754995,33.594636,23.754995,33.594636,0.003073498,5.203122,53.545305,58.748427,9.791405,60.000000,61.399046,7,True
160.000000,10902.208486,10902.208486,0.000000,28.627162,40.484920,28.627162,40.484920,0.003077933,7.567231,64.522227,72.089458,12.014910,60.000000,61.728207,7,True
161.000000,11255.042743,11255.042743,0.000000,29.553639,41.795157,29.553639,41.795157,0.003078848,8.067359,66.609276,74.676635,12.446106,60.000000,61.800618,4,True
162.000000,9894.644718,9894.644718,0.000000,25.981488,36.743372,25.981488,36.743372,0.003076030,6.229309,58.561238,64.790548,10.798425,60.000000,61.573453,6,True
163.000000,10301.288507,10301.288507,0.000000,27.049258,38.253428,27.049258,38.253428,0.003076657,6.753222,60.967249,67.720471,11.286745,60.000000,61.635189,4,True
164.000000,9882.244408,9882.244408,0.000000,25.948927,36.697324,25.948927,36.697324,0.003075951,6.213545,58.487933,64.701478,10.783580,60.000000,61.565945,4,True
165.000000,8254.570701,8254.570701,0.000000,21.674960,30.653022,21.674960,30.653022,0.003072336,4.330186,48.857814,53.188000,8.864667,60.000000,61.295290,6,True
166.000000,7281.538538,7281.538538,0.000000,19.119959,27.039706,19.119959,27.039706,0.003070085,3.367019,43.100337,46.467356,7.744559,60.000000,61.129920,6,True
167.000000,10141.861625,10141.861625,0.000000,26.630633,37.661402,26.630633,37.661402,0.003076099,6.544622,60.024310,66.568932,11.094822,60.000000,61.592951,7,True
168.000000,13263.002704,13263.002704,0.000000,34.826166,49.251636,34.826166,49.251636,0.003083472,11.219477,78.486060,89.705537,14.950923,60.000000,62.146439,7,True
