# source=UNECE WLTP-DHC-12-07e official workbook
# source_workbook=C:\Projects\SiCTransistorModelDriveCycles\sim\src\drive_cycles\wltp_data\WLTP-DHC-12-07e.xls
# cycle=WLTC Class 3
# test_mode=prescribed_speed_flat_grade
time_s,v_mps,grade_deg
650.0,15.777777778,0.0
651.0,15.555555556,0.0
652.0,15.055555556,0.0
653.0,14.472222222,0.0
654.0,13.916666667,0.0
655.0,13.111111111,0.0
656.0,12.000000000,0.0
657.0,10.888888889,0.0
658.0,10.138888889,0.0
659.0,9.527777778,0.0
660.0,8.611111111,0.0
661.0,7.222222222,0.0
662.0,5.750000000,0.0
663.0,4.277777778,0.0
664.0,3.638888889,0.0
665.0,3.333333333,0.0
666.0,3.472222222,0.0
667.0,3.888888889,0.0
668.0,5.277777778,0.0
669.0,6.444444444,0.0
670.0,7.777777778,0.0
671.0,8.888888889,0.0
672.0,9.444444444,0.0
673.0,10.000000000,0.0
674.0,10.555555556,0.0
675.0,11.111111111,0.0
676.0,11.194444444,0.0
677.0,11.250000000,0.0
678.0,10.833333333,0.0
679.0,9.916666667,0.0
680.0,8.833333333,0.0
681.0,7.527777778,0.0
682.0,6.333333333,0.0
683.0,5.861111111,0.0
684.0,5.250000000,0.0
685.0,5.250000000,0.0
686.0,5.916666667,0.0
687.0,6.638888889,0.0
688.0,7.194444444,0.0
689.0,7.888888889,0.0
690.0,8.416666667,0.0
691.0,8.583333333,0.0
692.0,8.638888889,0.0
693.0,8.833333333,0.0
694.0,9.083333333,0.0
695.0,9.222222222,0.0
696.0,9.000000000,0.0
697.0,7.861111111,0.0
698.0,7.166666667,0.0
699.0,6.416666667,0.0
700.0,6.055555556,0.0
701.0,5.888888889,0.0
702.0,5.833333333,0.0
703.0,5.833333333,0.0
704.0,5.805555556,0.0
705.0,5.527777778,0.0
706.0,4.972222222,0.0
707.0,4.194444444,0.0
708.0,3.555555556,0.0
709.0,3.333333333,0.0
710.0,3.666666667,0.0
711.0,4.750000000,0.0
712.0,5.861111111,0.0
713.0,6.055555556,0.0
714.0,5.888888889,0.0
715.0,5.138888889,0.0
716.0,3.861111111,0.0
717.0,3.333333333,0.0
718.0,3.333333333,0.0
