# source_cycle=C:\Projects\SiCTransistorModelDriveCycles\sim\research_exports\wltc\wltc_class3_official.csv
# vehicle_config=tesla_model3_premium_long_range_rwd_de_wltp
# distance_km=23.262388889
# traction_energy_kwh=3.595816634
# recovered_energy_kwh=0.890225399
# base_auxiliary_energy_kwh=0.150000000
# hvac_energy_kwh=0.000000000
# total_auxiliary_energy_kwh=0.150000000
# net_battery_energy_kwh=2.855591235
time_s,v_mps,accel_mps2,grade_deg,force_inertial_n,force_rolling_n,force_aero_n,force_grade_n,force_total_n,wheel_power_w,dc_power_w,auxiliary_power_w,battery_power_w,friction_brake_power_w
348.000000,7.527778,0.152778,0.000000,278.361111,178.677163,17.722316,0.000000,474.760590,3573.892219,3884.665455,300.000000,4184.665455,0.000000
349.000000,7.694444,0.138889,0.000000,253.055556,178.677163,18.515756,0.000000,450.248474,3464.411872,3765.665078,300.000000,4065.665078,0.000000
350.000000,7.805556,0.069444,0.000000,126.527778,178.677163,19.054368,0.000000,324.259309,2531.024048,2751.113095,300.000000,3051.113095,0.000000
351.000000,7.833333,0.000000,0.000000,0.000000,178.677163,19.190227,0.000000,197.867390,1549.961224,1684.740461,300.000000,1984.740461,0.000000
352.000000,7.805556,-0.027778,0.000000,-50.611111,178.677163,19.054368,0.000000,147.120420,1148.356613,1248.213709,300.000000,1548.213709,0.000000
353.000000,7.777778,-0.027778,0.000000,-50.611112,178.677163,18.918991,0.000000,146.985042,1143.216995,1242.627169,300.000000,1542.627169,0.000000
354.000000,7.750000,-0.013889,0.000000,-25.305556,178.677163,18.784096,0.000000,172.155704,1334.206703,1450.224677,300.000000,1750.224677,0.000000
355.000000,7.750000,0.027778,0.000000,50.611112,178.677163,18.784096,0.000000,248.072371,1922.560875,2089.740081,300.000000,2389.740081,0.000000
356.000000,7.805556,0.041667,0.000000,75.916666,178.677163,19.054368,0.000000,273.648197,2135.976205,2321.713266,300.000000,2621.713266,0.000000
357.000000,7.833333,-0.013889,0.000000,-25.305556,178.677163,19.190227,0.000000,172.561835,1351.734370,1469.276490,300.000000,1769.276490,0.000000
358.000000,7.777778,-0.180556,0.000000,-328.972222,178.677163,18.918991,0.000000,-131.376068,-1021.813865,-817.451092,300.000000,-517.451092,0.000000
359.000000,7.472222,-0.416667,0.000000,-759.166667,178.677163,17.461698,0.000000,-563.027807,-4207.068889,-3365.655111,300.000000,-3065.655111,0.000000
360.000000,6.944444,-0.513889,0.000000,-936.305556,178.677163,15.082104,0.000000,-742.546289,-5156.571452,-4125.257162,300.000000,-3825.257162,0.000000
361.000000,6.444444,-0.430556,0.000000,-784.472222,178.677163,12.988466,0.000000,-592.806593,-3820.309154,-3056.247323,300.000000,-2756.247323,0.000000
362.000000,6.083333,-0.291667,0.000000,-531.416666,178.677163,11.573644,0.000000,-341.165859,-2075.425642,-1660.340514,300.000000,-1360.340514,0.000000
363.000000,5.861111,-0.166667,0.000000,-303.666666,178.677163,10.743525,0.000000,-114.245978,-669.608371,-535.686697,300.000000,-235.686697,0.000000
364.000000,5.750000,-0.055556,0.000000,-101.222222,178.677163,10.340049,0.000000,87.794990,504.821191,548.718686,300.000000,848.718686,0.000000
365.000000,5.750000,0.013889,0.000000,25.305556,178.677163,10.340049,0.000000,214.322768,1232.355914,1339.517298,300.000000,1639.517298,0.000000
366.000000,5.777778,0.069444,0.000000,126.527778,178.677163,10.440194,0.000000,315.645135,1823.727446,1982.312442,300.000000,2282.312442,0.000000
367.000000,5.888889,0.180556,0.000000,328.972222,178.677163,10.845601,0.000000,518.494986,3053.359363,3318.868873,300.000000,3618.868873,0.000000
368.000000,6.138889,0.319444,0.000000,582.027778,178.677163,11.786000,0.000000,772.490941,4742.236056,5154.604409,300.000000,5454.604409,0.000000
369.000000,6.527778,0.305556,0.000000,556.722222,178.677163,13.326547,0.000000,748.725932,4887.516500,5312.517935,300.000000,5612.517935,0.000000
370.000000,6.750000,0.138889,0.000000,253.055556,178.677163,14.249330,0.000000,445.982049,3010.378830,3272.150902,300.000000,3572.150902,0.000000
371.000000,6.805556,-0.069444,0.000000,-126.527778,178.677163,14.484852,0.000000,66.634237,453.483005,492.916309,300.000000,792.916309,0.000000
372.000000,6.611111,-0.444444,0.000000,-809.777778,178.677163,13.668971,0.000000,-617.431644,-4081.909202,-3265.527362,300.000000,-2965.527362,0.000000
373.000000,5.916667,-0.847222,0.000000,-1543.638888,178.677163,10.948159,0.000000,-1354.013566,-8011.246934,-6408.997547,300.000000,-6108.997547,0.000000
374.000000,4.916667,-0.958333,0.000000,-1746.083334,178.677163,7.560116,0.000000,-1559.846055,-7669.243105,-6135.394484,300.000000,-5835.394484,0.000000
375.000000,4.000000,-0.805556,0.000000,-1467.722222,178.677163,5.003880,0.000000,-1284.041179,-5136.164716,-4108.931773,300.000000,-3808.931773,0.000000
376.000000,3.305556,-0.583333,0.000000,-1062.833334,178.677163,3.417243,0.000000,-880.738928,-2911.331457,-2329.065165,300.000000,-2029.065165,0.000000
377.000000,2.833333,-0.416667,0.000000,-759.166667,178.677163,2.510627,0.000000,-577.978877,-1637.606818,-1310.085454,300.000000,-1010.085454,0.000000
378.000000,2.472222,-0.305556,0.000000,-556.722222,178.677163,1.911445,0.000000,-376.133614,-929.885878,-743.908702,300.000000,-443.908702,0.000000
379.000000,2.222222,-0.236111,0.000000,-430.194444,178.677163,1.544407,0.000000,-249.972874,-555.495275,-444.396220,300.000000,-144.396220,0.000000
380.000000,2.000000,-0.263889,0.000000,-480.805556,178.677163,1.250970,0.000000,-300.877423,-601.754846,-481.403876,300.000000,-181.403876,0.000000
381.000000,1.694444,-0.319444,0.000000,-582.027778,178.677163,0.897928,0.000000,-402.452687,-681.933719,-545.546975,300.000000,-245.546975,0.000000
382.000000,1.361111,-0.333333,0.000000,-607.333333,178.677163,0.579394,0.000000,-428.076776,-582.660056,-0.000000,300.000000,300.000000,582.660056
383.000000,1.027778,-0.361111,0.000000,-657.944444,178.677163,0.330358,0.000000,-478.936923,-492.240726,-0.000000,300.000000,300.000000,492.240726
384.000000,0.638889,-0.388889,0.000000,-708.555556,178.677163,0.127655,0.000000,-529.750738,-338.451860,-0.000000,300.000000,300.000000,338.451860
385.000000,0.250000,-0.319444,0.000000,-582.027778,178.677163,0.019546,0.000000,-403.331068,-100.832767,-0.000000,300.000000,300.000000,100.832767
386.000000,0.000000,-0.125000,0.000000,-227.750000,178.677163,0.000000,0.000000,-49.072837,-0.000000,-0.000000,300.000000,300.000000,0.000000
387.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
388.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
389.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
390.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
391.000000,0.000000,0.069444,0.000000,126.527778,178.677163,0.000000,0.000000,305.204941,0.000000,0.000000,300.000000,300.000000,0.000000
392.000000,0.138889,0.291667,0.000000,531.416666,178.677163,0.006033,0.000000,710.099862,98.624981,107.201066,300.000000,407.201066,0.000000
393.000000,0.583333,0.597222,0.000000,1088.138888,178.677163,0.106419,0.000000,1266.922471,739.038108,803.302291,300.000000,1103.302291,0.000000
394.000000,1.333333,0.861111,0.000000,1568.944445,178.677163,0.555987,0.000000,1748.177595,2330.903459,2533.590716,300.000000,2833.590716,0.000000
395.000000,2.305556,1.041667,0.000000,1897.916667,178.677163,1.662410,0.000000,2078.256240,4791.535221,5208.190458,300.000000,5508.190458,0.000000
396.000000,3.416667,1.152778,0.000000,2100.361111,178.677163,3.650834,0.000000,2282.689108,7799.187786,8477.378028,300.000000,8777.378028,0.000000
397.000000,4.611111,1.194444,0.000000,2176.277778,178.677163,6.649639,0.000000,2361.604580,10889.621119,11836.544694,300.000000,12136.544694,0.000000
398.000000,5.805556,1.055556,0.000000,1923.222222,178.677163,10.540822,0.000000,2112.440207,12263.888980,13330.314109,300.000000,13630.314109,0.000000
399.000000,6.722222,0.652778,0.000000,1189.361111,178.677163,14.132293,0.000000,1382.170567,9291.257698,10099.193150,300.000000,10399.193150,0.000000
400.000000,7.111111,0.194444,0.000000,354.277778,178.677163,15.814732,0.000000,548.769673,3902.362117,4241.697953,300.000000,4541.697953,0.000000
401.000000,7.111111,-0.097222,0.000000,-177.138888,178.677163,15.814732,0.000000,17.353006,123.399156,134.129518,300.000000,434.129518,0.000000
402.000000,6.916667,-0.319444,0.000000,-582.027778,178.677163,14.961688,0.000000,-388.388927,-2686.356744,-2149.085395,300.000000,-1849.085395,0.000000
403.000000,6.472222,-0.458333,0.000000,-835.083334,178.677163,13.100677,0.000000,-643.305493,-4163.616111,-3330.892888,300.000000,-3030.892888,0.000000
404.000000,6.000000,-0.430556,0.000000,-784.472222,178.677163,11.258730,0.000000,-594.536329,-3567.217975,-2853.774380,300.000000,-2553.774380,0.000000
405.000000,5.611111,-0.402778,0.000000,-733.861112,178.677163,9.846562,0.000000,-545.337386,-3059.948666,-2447.958933,300.000000,-2147.958933,0.000000
406.000000,5.194444,-0.444444,0.000000,-809.777778,178.677163,8.438497,0.000000,-622.662118,-3234.383777,-2587.507022,300.000000,-2287.507022,0.000000
407.000000,4.722222,-0.472222,0.000000,-860.388888,178.677163,6.973965,0.000000,-674.737761,-3186.261648,-2549.009318,300.000000,-2249.009318,0.000000
408.000000,4.250000,-0.388889,0.000000,-708.555556,178.677163,5.648911,0.000000,-524.229481,-2227.975296,-1782.380237,300.000000,-1482.380237,0.000000
409.000000,3.944444,-0.194444,0.000000,-354.277778,178.677163,4.865849,0.000000,-170.734766,-673.453800,-538.763040,300.000000,-238.763040,0.000000
410.000000,3.861111,-0.027778,0.000000,-50.611111,178.677163,4.662421,0.000000,132.728474,512.479384,557.042809,300.000000,857.042809,0.000000
411.000000,3.888889,0.041667,0.000000,75.916666,178.677163,4.729748,0.000000,259.323577,1008.480577,1096.174541,300.000000,1396.174541,0.000000
412.000000,3.944444,0.069444,0.000000,126.527778,178.677163,4.865849,0.000000,310.070789,1223.057003,1329.409786,300.000000,1629.409786,0.000000
413.000000,4.027778,0.097222,0.000000,177.138889,178.677163,5.073620,0.000000,360.889672,1453.583401,1579.981958,300.000000,1879.981958,0.000000
414.000000,4.138889,0.194444,0.000000,354.277778,178.677163,5.357405,0.000000,538.312345,2228.014985,2421.755419,300.000000,2721.755419,0.000000
415.000000,4.416667,0.347222,0.000000,632.638888,178.677163,6.100651,0.000000,817.416702,3610.257101,3924.192501,300.000000,4224.192501,0.000000
416.000000,4.833333,0.388889,0.000000,708.555555,178.677163,7.306012,0.000000,894.538730,4323.603862,4699.569415,300.000000,4999.569415,0.000000
417.000000,5.194444,0.236111,0.000000,430.194445,178.677163,8.438497,0.000000,617.310105,3206.583047,3485.416356,300.000000,3785.416356,0.000000
418.000000,5.305556,0.013889,0.000000,25.305556,178.677163,8.803364,0.000000,212.786082,1128.948381,1227.117806,300.000000,1527.117806,0.000000
419.000000,5.222222,-0.208333,0.000000,-379.583334,178.677163,8.528990,0.000000,-192.377181,-1004.636388,-803.709111,300.000000,-503.709111,0.000000
420.000000,4.888889,-0.305556,0.000000,-556.722222,178.677163,7.474932,0.000000,-370.570127,-1811.676178,-1449.340942,300.000000,-1149.340942,0.000000
421.000000,4.611111,-0.194444,0.000000,-354.277778,178.677163,6.649639,0.000000,-168.950976,-779.051721,-623.241377,300.000000,-323.241377,0.000000
422.000000,4.500000,-0.027778,0.000000,-50.611111,178.677163,6.333036,0.000000,134.399088,604.795896,657.386844,300.000000,957.386844,0.000000
423.000000,4.555556,0.138889,0.000000,253.055556,178.677163,6.490372,0.000000,438.223091,1996.349636,2169.945257,300.000000,2469.945257,0.000000
424.000000,4.777778,0.375000,0.000000,683.250000,178.677163,7.139023,0.000000,869.066186,4152.205112,4513.266426,300.000000,4813.266426,0.000000
425.000000,5.305556,0.750000,0.000000,1366.500000,178.677163,8.803364,0.000000,1553.980527,8244.730016,8961.663061,300.000000,9261.663061,0.000000
426.000000,6.277778,1.152778,0.000000,2100.361111,178.677163,12.325336,0.000000,2291.363610,14384.671552,15635.512557,300.000000,15935.512557,0.000000
427.000000,7.611111,1.250000,0.000000,2277.500000,178.677163,18.116864,0.000000,2474.294027,18832.126762,20469.703002,300.000000,20769.703002,0.000000
428.000000,8.777778,0.833333,0.000000,1518.333334,178.677163,24.096617,0.000000,1721.107113,15107.495772,16421.191056,300.000000,16721.191056,0.000000
429.000000,9.277778,0.263889,0.000000,480.805556,178.677163,26.919986,0.000000,686.402705,6368.291764,6922.056266,300.000000,7222.056266,0.000000
430.000000,9.305556,-0.083333,0.000000,-151.833334,178.677163,27.081425,0.000000,53.925255,501.804452,545.439622,300.000000,845.439622,0.000000
431.000000,9.111111,-0.222222,0.000000,-404.888889,178.677163,25.961489,0.000000,-200.250238,-1824.502167,-1459.601734,300.000000,-1159.601734,0.000000
432.000000,8.861111,-0.208333,0.000000,-379.583334,178.677163,24.556319,0.000000,-176.349852,-1562.655629,-1250.124503,300.000000,-950.124503,0.000000
433.000000,8.694444,-0.111111,0.000000,-202.444444,178.677163,23.641258,0.000000,-0.126024,-1.095705,-0.876564,300.000000,299.123436,0.000000
434.000000,8.638889,-0.097222,0.000000,-177.138888,178.677163,23.340098,0.000000,24.878373,214.921498,233.610324,300.000000,533.610324,0.000000
435.000000,8.500000,-0.263889,0.000000,-480.805556,178.677163,22.595646,0.000000,-279.532747,-2376.028351,-1900.822681,300.000000,-1600.822681,0.000000
436.000000,8.111111,-0.541667,0.000000,-986.916666,178.677163,20.575368,0.000000,-787.664136,-6388.831323,-5111.065058,300.000000,-4811.065058,0.000000
437.000000,7.416667,-0.861111,0.000000,-1568.944444,178.677163,17.203009,0.000000,-1373.064272,-10183.560017,-8146.848014,300.000000,-7846.848014,0.000000
438.000000,6.388889,-1.180556,0.000000,-2150.972222,178.677163,12.765492,0.000000,-1959.529567,-12519.216676,-10015.373341,300.000000,-9715.373341,0.000000
439.000000,5.055556,-1.402778,0.000000,-2555.861112,178.677163,7.993274,0.000000,-2369.190675,-11977.575080,-9582.060064,300.000000,-9282.060064,0.000000
440.000000,3.583333,-1.458333,0.000000,-2657.083334,178.677163,4.015701,0.000000,-2474.390470,-8866.565850,-7093.252680,300.000000,-6793.252680,0.000000
441.000000,2.138889,-1.263889,0.000000,-2302.805555,178.677163,1.430749,0.000000,-2122.697643,-4540.214404,-3632.171523,300.000000,-3332.171523,0.000000
442.000000,1.055556,-0.888889,0.000000,-1619.555556,178.677163,0.348457,0.000000,-1440.529936,-1520.559377,-0.000000,300.000000,300.000000,1520.559377
443.000000,0.361111,-0.500000,0.000000,-911.000000,178.677163,0.040782,0.000000,-732.282055,-264.435186,-0.000000,300.000000,300.000000,264.435186
444.000000,0.055556,-0.180556,0.000000,-328.972222,178.677163,0.000965,0.000000,-150.294094,-8.349672,-0.000000,300.000000,300.000000,8.349672
445.000000,0.000000,-0.027778,0.000000,-50.611112,178.677163,0.000000,0.000000,128.066051,0.000000,0.000000,300.000000,300.000000,0.000000
446.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
447.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
448.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
449.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
450.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
451.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
452.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
453.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
454.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
455.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
456.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
457.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
458.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
459.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
460.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
461.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
462.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
463.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
464.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
465.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
466.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
467.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
468.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
469.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
470.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
471.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
472.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
473.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
474.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
475.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
476.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
477.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
478.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
479.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
480.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
481.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
482.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
483.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
484.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
485.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
486.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
487.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
488.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
489.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
490.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
491.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
492.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
493.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
494.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
495.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
496.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
497.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
498.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
499.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
500.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
501.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
502.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
503.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
504.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
505.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
506.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
507.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
508.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
509.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
510.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
511.000000,0.000000,0.069444,0.000000,126.527778,178.677163,0.000000,0.000000,305.204941,0.000000,0.000000,300.000000,300.000000,0.000000
512.000000,0.138889,0.347222,0.000000,632.638888,178.677163,0.006033,0.000000,811.322084,112.683623,122.482199,300.000000,422.482199,0.000000
513.000000,0.694444,0.847222,0.000000,1543.638888,178.677163,0.150821,0.000000,1722.466873,1196.157550,1300.171250,300.000000,1600.171250,0.000000
514.000000,1.833333,1.291667,0.000000,2353.416667,178.677163,1.051162,0.000000,2533.144993,4644.099152,5047.933861,300.000000,5347.933861,0.000000
515.000000,3.277778,1.416667,0.000000,2581.166667,178.677163,3.360051,0.000000,2763.203882,9057.168279,9844.748130,300.000000,10144.748130,0.000000
516.000000,4.666667,1.208333,0.000000,2201.583333,178.677163,6.810837,0.000000,2387.071332,11139.666219,12108.332846,300.000000,12408.332846,0.000000
517.000000,5.694444,0.708333,0.000000,1290.583333,178.677163,10.141206,0.000000,1479.401702,8424.370803,9156.924786,300.000000,9456.924786,0.000000
518.000000,6.083333,0.194444,0.000000,354.277778,178.677163,11.573644,0.000000,544.528585,3312.548893,3600.596623,300.000000,3900.596623,0.000000
519.000000,6.083333,-0.083333,0.000000,-151.833333,178.677163,11.573644,0.000000,38.417475,233.706304,254.028591,300.000000,554.028591,0.000000
520.000000,5.916667,-0.222222,0.000000,-404.888888,178.677163,10.948159,0.000000,-215.263566,-1273.642767,-1018.914213,300.000000,-718.914213,0.000000
521.000000,5.638889,-0.291667,0.000000,-531.416667,178.677163,9.944295,0.000000,-342.795210,-1932.984100,-1546.387280,300.000000,-1246.387280,0.000000
522.000000,5.333333,-0.347222,0.000000,-632.638889,178.677163,8.895787,0.000000,-445.065940,-2373.685012,-1898.948009,300.000000,-1598.948009,0.000000
523.000000,4.944444,-0.513889,0.000000,-936.305555,178.677163,7.645782,0.000000,-749.982610,-3708.247349,-2966.597879,300.000000,-2666.597879,0.000000
524.000000,4.305556,-0.819444,0.000000,-1493.027777,178.677163,5.797561,0.000000,-1308.553053,-5634.047869,-4507.238295,300.000000,-4207.238295,0.000000
525.000000,3.305556,-1.097222,0.000000,-1999.138889,178.677163,3.417243,0.000000,-1817.044484,-6006.341489,-4805.073191,300.000000,-4505.073191,0.000000
526.000000,2.111111,-1.097222,0.000000,-1999.138889,178.677163,1.393828,0.000000,-1819.067899,-3840.254453,-3072.203562,300.000000,-2772.203562,0.000000
527.000000,1.111111,-0.777778,0.000000,-1417.111111,178.677163,0.386102,0.000000,-1238.047846,-1375.608717,-0.000000,300.000000,300.000000,1375.608717
528.000000,0.555556,-0.416667,0.000000,-759.166666,178.677163,0.096525,0.000000,-580.392978,-322.440544,-0.000000,300.000000,300.000000,322.440544
529.000000,0.277778,-0.277778,0.000000,-506.111112,178.677163,0.024131,0.000000,-327.409817,-90.947172,-0.000000,300.000000,300.000000,90.947172
530.000000,0.000000,-0.138889,0.000000,-253.055556,178.677163,0.000000,0.000000,-74.378393,-0.000000,-0.000000,300.000000,300.000000,0.000000
531.000000,0.000000,0.000000,0.000000,0.000000,178.677163,0.000000,0.000000,178.677163,0.000000,0.000000,300.000000,300.000000,0.000000
532.000000,0.000000,0.027778,0.000000,50.611112,178.677163,0.000000,0.000000,229.288275,0.000000,0.000000,300.000000,300.000000,0.000000
533.000000,0.055556,0.166667,0.000000,303.666666,178.677163,0.000965,0.000000,482.344795,26.796933,29.127101,300.000000,329.127101,0.000000
